,ICE_IME_id,ICE_IME_id_need_manual_curation,Segment_number,Comments_ICE_IME_structure,Is_hit_blast,Is_hit_HMM,CDS_num,Genome_accession,Genome_accession_rank,CDS_locus_tag,CDS_protein_id,CDS_strand,CDS_start,CDS_end,CDS_length,Is_pseudo,CDS_Protein_type,CDS_Protein_type_blast,Description_of_blast_most_similar_ref_SP,Id_of_blast_most_similar_ref_SP,Length_of_blast_most_similar_ref_SP,Blast_ali_length,Blast_ali_start_CDS,Blast_ali_end_CDS,Blast_ali_start_Query_blast,Blast_ali_end_Query_blast,Blast_ali_identity_perc,Blast_ali_E-value,Blast_ali_bitscore,CDS_coverage_blast,Blast_ali_coverage_most_similar_ref_SP,Protein_type_of_blast_most_similar_ref_SP,Associated_element_type_of_blast_most_similar_ref_SP,ICE_superfamily_of_most_similar_ref_SP,ICE_family_of_most_similar_ref_SP,IME_superfamily_of_most_similar_ref_SP,Relaxase_family_domain_of_most_similar_ref_SP,Relaxase_family_MOB_of_most_similar_ref_SP,Coupling_type_of_most_similar_ref_SP,False_positives,SP_blast_validation,Use_annotation,Protein_type_of_matching_HMM_profile,Description_of_matching_HMM_profile,Profile_name,Length_of_matching_HMM_profile,HMM_ali_i-Evalue,HMM_ali_E-value,HMM_ali_Score,HMM_ali_Bias,HMM_ali_Global_score,HMM_ali_Global_bias,HMM_coverage,CDS_coverage_hmm,Genome,Population
223,,,1,,1,1,418,KRP246G29c1Orange,1,GKADPMJN_00431,-,+,384592,385590,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397,259,98,310,121,376,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE046_G29_cluster1_Orange,Orange
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2_SE046_G30_cluster2_Green,Green
225,,__IMEICEID_BasicEMStructure__1__,1,The SP HHIBIDBL_00688 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,679,KRP253G36c2sulfuri,1,HHIBIDBL_00688,-,+,665123,666526,467,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.1e-29,3.9e-30,89.4,0.2,90.9,0.4,86.04,38.33,KRP2_SE053_G36_cluster2_sulfuri,sulfuri
226,,__IMEICEID_BasicEMStructure__1__,1,The SP MKCFDANO_00733 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,719,KRP253G37c2sulfuri,1,MKCFDANO_00733,-,-,694896,696299,467,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.1e-29,3.9e-30,89.4,0.2,90.9,0.4,86.04,38.33,KRP2_SE053_G37_cluster2_sulfuri,sulfuri
227,,__IMEICEID_BasicEMStructure__1__,1,The SP KKGMIALO_00611 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,603,KRP253G39c2sulfuri,1,KKGMIALO_00611,-,+,590465,591868,467,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.1e-29,3.9e-30,89.4,0.2,90.9,0.4,86.04,38.33,KRP2_SE053_G39_cluster2_sulfuri,sulfuri
228,,__IMEICEID_BasicEMStructure__1__,1,The SP MBHACBDO_01228 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,1208,KRP253G44c2sulfuri,1,MBHACBDO_01228,-,+,1159442,1160845,467,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.1e-29,3.9e-30,89.4,0.2,90.9,0.4,86.04,38.33,KRP2_SE053_G44_cluster2_sulfuri,sulfuri
229,ID_1,,1,,0,1,1267,KRP257G27c2Yellow,1,IEKNMHHH_01300,-,+,1190808,1193078,756,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,4.2e-17,2.1e-17,48.3,0.0,49.2,0.0,93.69,26.98,KRP2_SE057_G27_cluster2_Yellow,Yellow
230,ID_1,,1,,1,1,1297,KRP257G27c2Yellow,1,IEKNMHHH_01330,-,-,1217517,1220033,838,-,VirB4,VirB4,VirB4,AEJ26068,783.0,396.0,161.0,526.0,136.0,508.0,25.25,2.01e-09,54.3,43.68,47.64,VirB4,ICE,Tn5252,-,-,-,-,-,-,validated,no,VirB4,VirB4,T4SS_virb4,943,1.6e-115,1.4e-115,373.4,0.5,373.6,0.5,79.43,96.54,KRP2_SE057_G27_cluster2_Yellow,Yellow
231,ID_1,,1,Downstream integrase IEKNMHHH_01361 has been associated to the structure ID_1 pre-merging because it is adjacent to the conj module and there is no upstream/downstream ambiguity. ,1,1,1328,KRP257G27c2Yellow,1,IEKNMHHH_01361,-,+,1243675,1244748,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,3.84e-19,81.3,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.3e-42,7.7e-43,131.7,0.6,132.4,0.6,98.26,45.94,KRP2_SE057_G27_cluster2_Yellow,Yellow
232,ID_1,,1,,0,1,1113,KRP257G28c3Yellow,1,BKPAKBCJ_01142,-,+,1042393,1044663,756,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,4.2e-17,2.1e-17,48.3,0.0,49.2,0.0,93.69,26.98,KRP2_SE057_G28_cluster3_Yellow,Yellow
233,ID_1,,1,,1,1,1143,KRP257G28c3Yellow,1,BKPAKBCJ_01172,-,-,1069102,1071618,838,-,VirB4,VirB4,VirB4,AEJ26068,783.0,396.0,161.0,526.0,136.0,508.0,25.25,2.01e-09,54.3,43.68,47.64,VirB4,ICE,Tn5252,-,-,-,-,-,-,validated,no,VirB4,VirB4,T4SS_virb4,943,1.6e-115,1.4e-115,373.4,0.5,373.6,0.5,79.43,96.54,KRP2_SE057_G28_cluster3_Yellow,Yellow
234,ID_1,,1,Downstream integrase BKPAKBCJ_01203 has been associated to the structure ID_1 pre-merging because it is adjacent to the conj module and there is no upstream/downstream ambiguity. ,1,1,1174,KRP257G28c3Yellow,1,BKPAKBCJ_01203,-,+,1095260,1096333,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,3.84e-19,81.3,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.3e-42,7.7e-43,131.7,0.6,132.4,0.6,98.26,45.94,KRP2_SE057_G28_cluster3_Yellow,Yellow
235,ID_1,,1,,0,1,1267,KRP257G30c2Yellow,1,GLBHNLMO_01300,-,+,1190808,1193078,756,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,4.2e-17,2.1e-17,48.3,0.0,49.2,0.0,93.69,26.98,KRP2_SE057_G30_cluster2_Yellow,Yellow
236,ID_1,,1,,1,1,1297,KRP257G30c2Yellow,1,GLBHNLMO_01330,-,-,1217517,1220033,838,-,VirB4,VirB4,VirB4,AEJ26068,783.0,396.0,161.0,526.0,136.0,508.0,25.25,2.01e-09,54.3,43.68,47.64,VirB4,ICE,Tn5252,-,-,-,-,-,-,validated,no,VirB4,VirB4,T4SS_virb4,943,1.6e-115,1.4e-115,373.4,0.5,373.6,0.5,79.43,96.54,KRP2_SE057_G30_cluster2_Yellow,Yellow
237,ID_1,,1,Downstream integrase GLBHNLMO_01361 has been associated to the structure ID_1 pre-merging because it is adjacent to the conj module and there is no upstream/downstream ambiguity. ,1,1,1328,KRP257G30c2Yellow,1,GLBHNLMO_01361,-,+,1243675,1244748,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,3.84e-19,81.3,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.3e-42,7.7e-43,131.7,0.6,132.4,0.6,98.26,45.94,KRP2_SE057_G30_cluster2_Yellow,Yellow
238,ID_1,,1,,0,1,1270,KRP257G31c2Yellow,1,FMGAEGOH_01303,-,+,1190808,1193078,756,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,4.2e-17,2.1e-17,48.3,0.0,49.2,0.0,93.69,26.98,KRP2_SE057_G31_cluster2_Yellow,Yellow
239,ID_1,,1,,1,1,1300,KRP257G31c2Yellow,1,FMGAEGOH_01333,-,-,1217517,1220033,838,-,VirB4,VirB4,VirB4,AEJ26068,783.0,396.0,161.0,526.0,136.0,508.0,25.25,2.01e-09,54.3,43.68,47.64,VirB4,ICE,Tn5252,-,-,-,-,-,-,validated,no,VirB4,VirB4,T4SS_virb4,943,1.6e-115,1.4e-115,373.4,0.5,373.6,0.5,79.43,96.54,KRP2_SE057_G31_cluster2_Yellow,Yellow
240,ID_1,,1,Downstream integrase FMGAEGOH_01364 has been associated to the structure ID_1 pre-merging because it is adjacent to the conj module and there is no upstream/downstream ambiguity. ,1,1,1331,KRP257G31c2Yellow,1,FMGAEGOH_01364,-,+,1243675,1244748,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,3.84e-19,81.3,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.3e-42,7.7e-43,131.7,0.6,132.4,0.6,98.26,45.94,KRP2_SE057_G31_cluster2_Yellow,Yellow
241,ID_1,,1,,0,1,1112,KRP257G34c1Yellow,1,PCJJCHGI_01141,-,+,1042391,1044661,756,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,4.2e-17,2.1e-17,48.3,0.0,49.2,0.0,93.69,26.98,KRP2_SE057_G34_cluster1_Yellow,Yellow
242,ID_1,,1,,1,1,1142,KRP257G34c1Yellow,1,PCJJCHGI_01171,-,-,1069100,1071616,838,-,VirB4,VirB4,VirB4,AEJ26068,783.0,396.0,161.0,526.0,136.0,508.0,25.25,2.01e-09,54.3,43.68,47.64,VirB4,ICE,Tn5252,-,-,-,-,-,-,validated,no,VirB4,VirB4,T4SS_virb4,943,1.6e-115,1.4e-115,373.4,0.5,373.6,0.5,79.43,96.54,KRP2_SE057_G34_cluster1_Yellow,Yellow
243,ID_1,,1,Downstream integrase PCJJCHGI_01202 has been associated to the structure ID_1 pre-merging because it is adjacent to the conj module and there is no upstream/downstream ambiguity. ,1,1,1173,KRP257G34c1Yellow,1,PCJJCHGI_01202,-,+,1095258,1096331,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,3.84e-19,81.3,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.3e-42,7.7e-43,131.7,0.6,132.4,0.6,98.26,45.94,KRP2_SE057_G34_cluster1_Yellow,Yellow
244,,,1,,1,1,1272,KRP257G42c2Orange,1,NIOEGPAP_01302,-,+,1210346,1211377,343,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CCC18874,377,249,79,291,114,361,26.51,3.14e-13,63.2,62.1,65.78,Integrase,IME,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,4.600000000000001e-28,4.5000000000000004e-30,84.3,0.7,90.8,3.1,98.26,44.31,KRP2_SE057_G42_cluster2_Orange,Orange
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2_SE057_G48_cluster2_Green,Green
246,,ID_1 ID_2,1,"Integrase OHKNEDMM_00147 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,140,KRP258G133c2Orange,1,OHKNEDMM_00147,-,-,131335,132408,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2_SE058_G133_cluster2_Orange,Orange
247,ID_1,,1,,0,1,145,KRP258G133c2Orange,1,OHKNEDMM_00152,-,-,134768,136099,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8e-11,5.2e-11,27.7,0.0,28.3,0.0,83.78,42.66,KRP2_SE058_G133_cluster2_Orange,Orange
248,ID_2,,1,,0,1,150,KRP258G133c2Orange,1,OHKNEDMM_00157,-,-,138928,140328,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2_SE058_G133_cluster2_Orange,Orange
249,,,2,,1,1,1058,KRP258G133c2Orange,1,OHKNEDMM_01081,-,+,983828,984826,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE058_G133_cluster2_Orange,Orange
250,ID_1,,1,,0,1,95,KRP258G134c2Orange,1,IJBNDBNO_00096,-,+,83107,84507,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2_SE058_G134_cluster2_Orange,Orange
251,ID_2,,1,,0,1,100,KRP258G134c2Orange,1,IJBNDBNO_00101,-,+,87336,88667,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8e-11,5.2e-11,27.7,0.0,28.3,0.0,83.78,42.66,KRP2_SE058_G134_cluster2_Orange,Orange
252,,ID_1 ID_2,1,"Integrase IJBNDBNO_00106 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,105,KRP258G134c2Orange,1,IJBNDBNO_00106,-,+,91027,92100,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2_SE058_G134_cluster2_Orange,Orange
253,,,2,,1,1,972,KRP258G134c2Orange,1,IJBNDBNO_00994,-,+,928996,929994,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE058_G134_cluster2_Orange,Orange
254,,ID_1 ID_2,1,"Integrase HNDCECBC_00278 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,268,KRP258G135c2Orange,1,HNDCECBC_00278,-,-,276127,277200,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2_SE058_G135_cluster2_Orange,Orange
255,ID_1,,1,,0,1,273,KRP258G135c2Orange,1,HNDCECBC_00283,-,-,279560,280891,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8e-11,5.2e-11,27.7,0.0,28.3,0.0,83.78,42.66,KRP2_SE058_G135_cluster2_Orange,Orange
256,ID_2,,1,,0,1,278,KRP258G135c2Orange,1,HNDCECBC_00288,-,-,283720,285120,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2_SE058_G135_cluster2_Orange,Orange
257,,,2,,1,1,950,KRP258G135c2Orange,1,HNDCECBC_00972,-,-,919979,920977,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE058_G135_cluster2_Orange,Orange
258,,ID_1 ID_2,1,"Integrase NFPCJEOG_00147 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,140,KRP258G136c2Orange,1,NFPCJEOG_00147,-,-,131335,132408,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2_SE058_G136_cluster2_Orange,Orange
259,ID_1,,1,,0,1,145,KRP258G136c2Orange,1,NFPCJEOG_00152,-,-,134768,136099,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8e-11,5.2e-11,27.7,0.0,28.3,0.0,83.78,42.66,KRP2_SE058_G136_cluster2_Orange,Orange
260,ID_2,,1,,0,1,150,KRP258G136c2Orange,1,NFPCJEOG_00157,-,-,138928,140328,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2_SE058_G136_cluster2_Orange,Orange
261,,,2,,1,1,1787,KRP258G136c2Orange,1,NFPCJEOG_01829,-,-,1680127,1681125,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE058_G136_cluster2_Orange,Orange
262,,ID_1 ID_2,1,"Integrase DHKEOPOG_00147 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,140,KRP258G137c1Orange,1,DHKEOPOG_00147,-,-,131335,132408,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2_SE058_G137_cluster1_Orange,Orange
263,ID_1,,1,,0,1,145,KRP258G137c1Orange,1,DHKEOPOG_00152,-,-,134768,136099,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8e-11,5.2e-11,27.7,0.0,28.3,0.0,83.78,42.66,KRP2_SE058_G137_cluster1_Orange,Orange
264,ID_2,,1,,0,1,150,KRP258G137c1Orange,1,DHKEOPOG_00157,-,-,138928,140328,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2_SE058_G137_cluster1_Orange,Orange
265,,,2,,1,1,1008,KRP258G137c1Orange,1,DHKEOPOG_01031,-,-,968433,969431,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE058_G137_cluster1_Orange,Orange
266,,ID_1 ID_2,1,"Integrase KPDHDJLJ_00147 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,140,KRP258G138c2Orange,1,KPDHDJLJ_00147,-,-,131335,132408,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2_SE058_G138_cluster2_Orange,Orange
267,ID_1,,1,,0,1,145,KRP258G138c2Orange,1,KPDHDJLJ_00152,-,-,134768,136099,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8e-11,5.2e-11,27.7,0.0,28.3,0.0,83.78,42.66,KRP2_SE058_G138_cluster2_Orange,Orange
268,ID_2,,1,,0,1,150,KRP258G138c2Orange,1,KPDHDJLJ_00157,-,-,138928,140328,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2_SE058_G138_cluster2_Orange,Orange
269,,,2,,1,1,1025,KRP258G138c2Orange,1,KPDHDJLJ_01047,-,+,961754,962752,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE058_G138_cluster2_Orange,Orange
270,,ID_1 ID_2,1,"Integrase DKKOOIDA_00147 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,140,KRP258G140c2Orange,1,DKKOOIDA_00147,-,-,131335,132408,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2_SE058_G140_cluster2_Orange,Orange
271,ID_1,,1,,0,1,145,KRP258G140c2Orange,1,DKKOOIDA_00152,-,-,134768,136099,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8e-11,5.2e-11,27.7,0.0,28.3,0.0,83.78,42.66,KRP2_SE058_G140_cluster2_Orange,Orange
272,ID_2,,1,,0,1,150,KRP258G140c2Orange,1,DKKOOIDA_00157,-,-,138928,140328,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2_SE058_G140_cluster2_Orange,Orange
273,,,2,,1,1,1893,KRP258G140c2Orange,1,DKKOOIDA_01936,-,-,1772299,1773297,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE058_G140_cluster2_Orange,Orange
274,ID_1,,1,,0,1,281,KRP258G141c2Orange,1,HAPLECBC_00286,-,+,276804,278204,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2_SE058_G141_cluster2_Orange,Orange
275,ID_2,,1,,0,1,286,KRP258G141c2Orange,1,HAPLECBC_00291,-,+,281033,282364,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8e-11,5.2e-11,27.7,0.0,28.3,0.0,83.78,42.66,KRP2_SE058_G141_cluster2_Orange,Orange
276,,ID_1 ID_2,1,"Integrase HAPLECBC_00296 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,291,KRP258G141c2Orange,1,HAPLECBC_00296,-,+,284724,285797,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2_SE058_G141_cluster2_Orange,Orange
277,,,2,,1,1,950,KRP258G141c2Orange,1,HAPLECBC_00972,-,-,919495,920493,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE058_G141_cluster2_Orange,Orange
