Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A7Y4RRT5	unreviewed	Hydrogenase maturation protein	1933926	Methylococcaceae bacterium	597	IPR009188	1..594
A0A7Y4Y060	unreviewed	Hydrogenase maturation protein	1933926	Methylococcaceae bacterium	592	IPR009188	1..590
A0A7Y4Z8B7	unreviewed	Formyl transferase C-terminal domain-containing protein	2518622	Methyloglobulus sp.	586	IPR009188	1..576
A0A7Y5VFV6	unreviewed	Hydrogenase maturation protein	2202734	Saprospiraceae bacterium	580	IPR009188	1..564
A0A7Y5XPE0	unreviewed	Formyl transferase C-terminal domain-containing protein	1957017	Mycobacteriales bacterium	551	IPR009188	2..551
A0A7Y5Z135	unreviewed	Formyl transferase C-terminal domain-containing protein	47879	Pseudomonas corrugata	572	IPR009188	4..572
A0A7Y6I890	unreviewed	Formyl transferase C-terminal domain-containing protein	2741721	Nonomuraea montanisoli	567	IPR009188	1..566
A0A7Y6L5B9	unreviewed	Hydrogenase maturation protein	1472662	Streptomyces sp. CAI-85	590	IPR009188	1..573
A0A7Y6M7Z0	unreviewed	Formyl transferase C-terminal domain-containing protein	1712872	Nonomuraea rhodomycinica	567	IPR009188	1..564
A0A7Y6YXG1	unreviewed	Hydrogenase maturation factor HoxX	2052174	Methylocystaceae bacterium	549	IPR009188	1..549
A0A7Y7B0A5	unreviewed	Hydrogenase maturation protein	1970	Streptomyces morookaense	577	IPR009188	1..573
A0A7Y7LQQ4	unreviewed	Formyl transferase C-terminal domain-containing protein	2587117	Variovorax sp. SG517	571	IPR009188	1..570
A0A7Y7RPE0	unreviewed	Formyl transferase	2006980	Pseudomonas edaphica	572	IPR009188	4..571
A0A7Y7WAA7	unreviewed	Formyl transferase	117681	Pseudomonas gingeri	571	IPR009188	4..570
A0A7Y7XB87	unreviewed	Formyl transferase	117681	Pseudomonas gingeri	571	IPR009188	4..570
A0A7Y8BQE6	unreviewed	Formyl transferase	117681	Pseudomonas gingeri	571	IPR009188	4..570
A0A7Y8CFW0	unreviewed	Formyl transferase	117681	Pseudomonas gingeri	573	IPR009188	4..570
A0A7Y8FP85	unreviewed	Formyl transferase	2006980	Pseudomonas edaphica	572	IPR009188	4..571
A0A7Y8GZ12	unreviewed	Formyl transferase N-terminal domain-containing protein	2610898	Hydrogenophaga aromaticivorans	604	IPR009188	4..604
A0A7Y8KR49	unreviewed	Formyl transferase	191391	Pseudomonas salomonii	572	IPR009188	4..571
A0A7Y9BQE3	unreviewed	Hydrogenase maturation protein	2749828	Streptomyces sp. BR123	591	IPR009188	1..574
A0A7Y9W123	unreviewed	Formyl transferase	321662	Pseudomonas moraviensis	572	IPR009188	4..570
A0A7Z0VQ28	unreviewed	Formyl transferase N-terminal domain-containing protein	1655433	Candidatus Thiodiazotropha endolucinida	567	IPR009188	1..566
A0A7Z2KUR6	unreviewed	Formyl transferase	1573712	Pseudomonas sp. R84	572	IPR009188	4..570
A0A7Z2M7W6	unreviewed	Formyl transferase	1573720	Pseudomonas sp. S49	572	IPR009188	4..570
A0A7Z3C5M4	unreviewed	Methionyl-tRNA formyltransferase	294	Pseudomonas fluorescens	572	IPR009188	4..570
A0A7Z9XSB1	unreviewed	Hydrogenase maturation protein	2049432	Chromatiaceae bacterium	568	IPR009188	1..567
A0A807LL91	unreviewed	Formyl transferase C-terminal domain-containing protein	1300165	Kosakonia cowanii JCM 10956 = DSM 18146	583	IPR009188	1..578
A0A809QYI5	unreviewed	Hydrogenase maturation protein	2608985	Candidatus Desulfobacillus denitrificans	580	IPR009188	1..579
A0A810BP70	unreviewed	Hydrogenase maturation factor HoxX	1355477	Bradyrhizobium diazoefficiens	566	IPR009188	1..566
A0A810L2W1	unreviewed	Formyl transferase C-terminal domain-containing protein	390989	Actinocatenispora sera	546	IPR009188	1..546
A0A833D3G1	unreviewed	Hydrogenase maturation protein	2015799	Hyphomicrobiaceae bacterium	564	IPR009188	1..563
A0A833LV78	unreviewed	Formyl transferase C-terminal domain-containing protein	183	Leptonema illini	587	IPR009188	1..585
A0A836SIH5	unreviewed	Formyl transferase C-terminal domain-containing protein	2030882	Thiotrichaceae bacterium	575	IPR009188	1..575
A0A837CEH2	unreviewed	Hydrogenase maturation protein	754504	Bradyrhizobium diazoefficiens SEMIA 5080	566	IPR009188	1..566
A0A840G999	unreviewed	Formyl transferase C-terminal domain-containing protein	1775474	Variovorax guangxiensis	571	IPR009188	1..570
A0A840L6G3	unreviewed	Two-component system hydrogenase maturation factor HypX/HoxX	1769250	Roseateles oligotrophus	594	IPR009188	8..594
A0A845UYA3	unreviewed	Hydrogenase maturation protein	2707351	Wenzhouxiangella limi	565	IPR009188	1..563
A0A846CAX2	unreviewed	Hydrogenase maturation protein	2607790	Okeania sp. SIO2F4	588	IPR009188	18..588
A0A846UZ69	unreviewed	Hydrogenase maturation protein	2587018	Dyella sp. SG609	562	IPR009188	1..558
A0A846XBV6	unreviewed	Two-component system hydrogenase maturation factor HypX/HoxX	419477	Nocardia speluncae	564	IPR009188	1..564
A0A846Y5Y2	unreviewed	Two-component system hydrogenase maturation factor HypX/HoxX	53429	Nocardia flavorosea	564	IPR009188	1..564
A0A848Z6Q5	unreviewed	Hydrogenase maturation protein	1932117	Inquilinus sp.	572	IPR009188	1..572
A0A849BVS1	unreviewed	Hydrogenase maturation protein	53432	Nocardia uniformis	564	IPR009188	1..564
A0A849ISS7	unreviewed	Formyl transferase C-terminal domain-containing protein	2024894	Acidimicrobiaceae bacterium	562	IPR009188	1..561
A0A849J1K4	unreviewed	Hydrogenase maturation protein	2024894	Acidimicrobiaceae bacterium	562	IPR009188	1..559
A0A849RPB6	unreviewed	Hydrogenase maturation protein	2518622	Methyloglobulus sp.	576	IPR009188	1..575
A0A849UCN3	unreviewed	Hydrogenase maturation protein	1933926	Methylococcaceae bacterium	614	IPR009188	1..592
A0A849V3S3	unreviewed	Hydrogenase maturation protein	2518622	Methyloglobulus sp.	599	IPR009188	1..598
A0A849V4S4	unreviewed	Hydrogenase maturation protein	2518622	Methyloglobulus sp.	593	IPR009188	1..579
A0A849V5P1	unreviewed	Formyl transferase C-terminal domain-containing protein	2518622	Methyloglobulus sp.	586	IPR009188	1..577
A0A850DFT1	unreviewed	Formyl transferase C-terminal domain-containing protein	2448780	Mycobacteriaceae bacterium	557	IPR009188	1..555
A0A850KER6	unreviewed	Formyl transferase C-terminal domain-containing protein	2052174	Methylocystaceae bacterium	544	IPR009188	1..544
A0A853IGY1	unreviewed	Hydrogenase maturation protein	2994442	Spartinivicinus marinus	580	IPR009188	1..580
A0A854X827	unreviewed	Methionyl-tRNA formyltransferase	294	Pseudomonas fluorescens	572	IPR009188	4..571
A0A855KBJ4	unreviewed	Formyl transferase C-terminal domain-containing protein	2070600	Pseudomonas sp. MPR-AND1A	574	IPR009188	4..574
A0A855LLQ2	unreviewed	Formyl transferase C-terminal domain-containing protein	2075550	Pseudomonas sp. FW104-15G4B	572	IPR009188	4..571
A0A8H1LIH9	unreviewed	Formyl transferase C-terminal domain-containing protein	1888	Streptomyces albus	561	IPR009188	1..561
A0A8H9D9V4	unreviewed	Hydrogenase maturation protein	52442	Nitrosomonas nitrosa	575	IPR009188	1..575
A0A8I0P1R2	unreviewed	Hydrogenase maturation protein	146820	Streptomyces stelliscabiei	577	IPR009188	1..576
A0A8I1DAL5	unreviewed	HoxX	1833	Rhodococcus erythropolis	597	IPR009188	62..597
A0A8J3B6Q5	unreviewed	Formyl transferase	53371	Pilimelia anulata	579	IPR009188	1..569
A0A8J3BHH7	unreviewed	Formyl transferase C-terminal domain-containing protein	53372	Pilimelia terevasa	581	IPR009188	1..570
A0A8J3CDN3	unreviewed	Hydrogenase maturation factor HoxX	907463	Longimycelium tulufanense	564	IPR009188	1..564
A0A8J3ND71	unreviewed	Formyl transferase C-terminal domain-containing protein	519421	Actinocatenispora rupis	546	IPR009188	1..546
A0A8J3X2R4	unreviewed	Formyl transferase C-terminal domain-containing protein	689768	Planosporangium mesophilum	561	IPR009188	1..558
A0A8J3YAM9	unreviewed	Formyl transferase C-terminal domain-containing protein	42233	Spirilliplanes yamanashiensis	590	IPR009188	1..572
A0A8J3YFA1	unreviewed	Formyl transferase	741659	Virgisporangium aliadipatigenens	554	IPR009188	1..554
A0A8J4ABI0	unreviewed	Formyl transferase C-terminal domain-containing protein	2807577	Actinocatenispora comari	546	IPR009188	1..546
A0A8J6TSU6	unreviewed	Hydrogenase maturation protein	2841688	Candidatus Thiopontia autotrophica	572	IPR009188	1..572
A0A8J7KNJ0	unreviewed	Formyl transferase C-terminal domain-containing protein	619741	Longispora fulva	544	IPR009188	1..544
A0A8T4HV18	unreviewed	Hydrogenase maturation protein	2824873	Streptomyces sp. A73	560	IPR009188	1..559
A0A916ADM4	unreviewed	Formyl transferase C-terminal domain-containing protein	2772301	Rubrivivax sp. A210	577	IPR009188	1..573
A0A916DBM5	unreviewed	Hydrogenase maturation protein	1898103	Rhodocyclaceae bacterium	579	IPR009188	1..579
A0A916LI98	unreviewed	Methionyl-tRNA formyltransferase	1643429	Kryptobacter tengchongensis	562	IPR009188	1..561
A0A916MU09	unreviewed	Hydrogenase maturation protein	2030806	Burkholderiaceae bacterium	577	IPR009188	1..577
A0A916N230	unreviewed	Formyl transferase C-terminal domain-containing protein	1891238	Burkholderiales bacterium	581	IPR009188	1..577
A0A917C4R9	unreviewed	Formyl transferase C-terminal domain-containing protein	1634917	Terasakiella brassicae	546	IPR009188	1..546
A0A917JUA0	unreviewed	Hydrogenase maturation protein	1642821	Shewanella gelidii	572	IPR009188	1..571
A0A917KT97	unreviewed	Hydrogenase maturation protein	1954	Streptomyces brasiliensis	587	IPR009188	1..571
A0A917QCM7	unreviewed	Hydrogenase maturation protein	1616106	Nocardia camponoti	559	IPR009188	1..559
A0A917RGF2	unreviewed	Formyl transferase C-terminal domain-containing protein	66370	Streptomyces flaveus	592	IPR009188	1..284,292..590
A0A917VP09	unreviewed	Hydrogenase maturation protein	382504	Nocardia jinanensis	564	IPR009188	1..564
A0A917YR95	unreviewed	Formyl transferase C-terminal domain-containing protein	2045107	Nonomuraea cavernae	570	IPR009188	1..568
A0A917ZYR5	unreviewed	Formyl transferase C-terminal domain-containing protein	1544741	Wenjunlia tyrosinilytica	575	IPR009188	1..559
A0A918CYZ3	unreviewed	Hydrogenase maturation protein	1623582	Streptomyces albiflavescens	577	IPR009188	1..575
A0A918E797	unreviewed	Formyl transferase C-terminal domain-containing protein	2047744	Nonomuraea glycinis	567	IPR009188	1..566
A0A918FYJ0	unreviewed	Formyl transferase C-terminal domain-containing protein	52259	Streptomyces humidus	600	IPR009188	21..600
A0A918HCT3	unreviewed	Hydrogenase maturation protein	68254	Streptomyces phaeofaciens	576	IPR009188	1..575
A0A918I9J8	unreviewed	Hydrogenase maturation protein	66887	Streptomyces filipinensis	569	IPR009188	1..567
A0A918JF40	unreviewed	Formyl transferase C-terminal domain-containing protein	1306176	Streptomyces lucensis JCM 4490	571	IPR009188	1..569
A0A918KZK7	unreviewed	Formyl transferase C-terminal domain-containing protein	66870	Streptomyces aurantiogriseus	598	IPR009188	1..292,289..590
A0A918TZK1	unreviewed	Hydrogenase maturation protein	53446	Streptomyces cinnamoneus	580	IPR009188	1..575
A0A918Y390	unreviewed	Formyl transferase C-terminal domain-containing protein	1306179	Streptomyces naganishii JCM 4654	569	IPR009188	1..561
A0A918YIM9	unreviewed	Formyl transferase C-terminal domain-containing protein	68171	Streptomyces alanosinicus	569	IPR009188	1..567
A0A919AGV5	unreviewed	Formyl transferase C-terminal domain-containing protein	66376	Streptomyces spiralis	569	IPR009188	1..566
A0A919B921	unreviewed	Formyl transferase C-terminal domain-containing protein	33904	Streptomyces mashuensis	579	IPR009188	1..577
A0A919B9D5	unreviewed	Hydrogenase maturation protein	33904	Streptomyces mashuensis	573	IPR009188	1..573
A0A919GLM5	unreviewed	Formyl transferase C-terminal domain-containing protein	68272	Streptomyces sulfonofaciens	573	IPR009188	1..567
A0A919IVN5	unreviewed	Formyl transferase C-terminal domain-containing protein	113564	Paractinoplanes ferrugineus	599	IPR009188	1..589
A0A919JN98	unreviewed	Formyl transferase C-terminal domain-containing protein	135950	Actinoplanes nipponensis	597	IPR009188	1..574
A0A919JW77	unreviewed	Formyl transferase	1050105	Paractinoplanes rishiriensis	587	IPR009188	1..579
A0A919KE01	unreviewed	Hydrogenase maturation protein	68183	Streptomyces capoamus	585	IPR009188	1..583
A0A919KY40	unreviewed	Hydrogenase maturation protein	67307	Kitasatospora indigofera	570	IPR009188	1..570
A0A919L187	unreviewed	Hydrogenase maturation protein	67307	Kitasatospora indigofera	598	IPR009188	1..573
A0A919LIG2	unreviewed	Formyl transferase C-terminal domain-containing protein	67385	Streptomyces xanthophaeus	592	IPR009188	1..576
A0A919LWA1	unreviewed	Formyl transferase C-terminal domain-containing protein	2733862	Streptomyces sp. TS71-3	573	IPR009188	1..569
A0A919LZK2	unreviewed	Formyl transferase C-terminal domain-containing protein	52696	Actinoplanes cyaneus	596	IPR009188	1..572
A0A919NIG9	unreviewed	Formyl transferase C-terminal domain-containing protein	571912	Paractinoplanes tereljensis	580	IPR009188	1..572
A0A919TDG3	unreviewed	Formyl transferase C-terminal domain-containing protein	571911	Paractinoplanes toevensis	580	IPR009188	1..573
A0A919VEU2	unreviewed	Hydrogenase maturation protein	69208	Clostridium polyendosporum	555	IPR009188	1..552
A0A919VIF5	unreviewed	Formyl transferase C-terminal domain-containing protein	47988	Actinoplanes auranticolor	598	IPR009188	1..575
A0A919VVS5	unreviewed	Formyl transferase C-terminal domain-containing protein	113560	Winogradskya consettensis	579	IPR009188	1..568
A0A921NL68	unreviewed	Formyl transferase	1615674	Pseudomonas lactis	575	IPR009188	4..573
A0A922VZP3	unreviewed	Hydrogenase maturation protein	2053492	Accumulibacter sp.	588	IPR009188	1..586
A0A923FDT0	unreviewed	Formyl transferase	2745496	Pseudomonas zanjanensis	572	IPR009188	4..572
A0A927IC03	unreviewed	Hydrogenase maturation protein	1214925	Streptomyces chumphonensis	580	IPR009188	1..578
A0A927QHZ1	unreviewed	Hydrogenase maturation protein	2746961	Streptomyces caniscabiei	607	IPR009188	1..596
A0A929IC77	unreviewed	Hydrogenase maturation protein	1977087	Pseudomonadota bacterium	569	IPR009188	1..569
A0A930BQL0	unreviewed	Hydrogenase maturation protein	73030	Dechloromonas agitata	558	IPR009188	1..556
A0A931CEV0	unreviewed	Formyl transferase C-terminal domain-containing protein	2792083	Actinoplanes aureus	576	IPR009188	1..573
A0A931F4W3	unreviewed	Formyl transferase C-terminal domain-containing protein	1187855	Nonomuraea cypriaca	567	IPR009188	1..566
A0A931FFV5	unreviewed	Hydrogenase maturation protein	2789292	Streptacidiphilus fuscans	601	IPR009188	1..594
A0A931G2E6	unreviewed	Formyl transferase C-terminal domain-containing protein	2792083	Actinoplanes aureus	598	IPR009188	1..575
A0A932BBC7	unreviewed	Formyl transferase N-terminal domain-containing protein	1891238	Burkholderiales bacterium	580	IPR009188	5..580
A0A932L2N3	unreviewed	Hydrogenase maturation protein	31872	Magnetospirillum sp.	546	IPR009188	1..546
A0A933HVP5	unreviewed	Hydrogenase maturation protein	2030800	Elusimicrobiota bacterium	556	IPR009188	1..556
A0A933JFM2	unreviewed	Hydrogenase maturation protein	2026761	Nitrosomonadales bacterium	583	IPR009188	1..574
A0A933PL08	unreviewed	Hydrogenase maturation protein	2026786	Rhodospirillales bacterium	551	IPR009188	1..551
A0A933SRF5	unreviewed	Hydrogenase maturation protein	2026769	Nitrospinota bacterium	570	IPR009188	1..570
A0A933V4F7	unreviewed	Hydrogenase maturation protein	2072421	Rhodocyclales bacterium	580	IPR009188	1..579
A0A933V6N2	unreviewed	Hydrogenase maturation protein	2072421	Rhodocyclales bacterium	568	IPR009188	1..565
A0A933WTC7	unreviewed	Formyl transferase C-terminal domain-containing protein	1891241	Betaproteobacteria bacterium	616	IPR009188	1..281,324..613
A0A934BQC6	unreviewed	Hydrogenase maturation protein	2026799	Verrucomicrobiota bacterium	553	IPR009188	1..552
A0A934FC18	unreviewed	Hydrogenase maturation protein	2072421	Rhodocyclales bacterium	568	IPR009188	1..565
A0A934GN63	unreviewed	Hydrogenase maturation protein	1891241	Betaproteobacteria bacterium	570	IPR009188	1..569
A0A934L9U7	unreviewed	Hydrogenase maturation protein	2026761	Nitrosomonadales bacterium	582	IPR009188	1..573
A0A934MXU2	unreviewed	Methionyl-tRNA formyltransferase	2795388	Marinomonas transparens	571	IPR009188	1..571
A0A935A7V5	unreviewed	Hydrogenase maturation protein	1891241	Betaproteobacteria bacterium	583	IPR009188	1..582
A0A935EN50	unreviewed	Hydrogenase maturation protein	2478482	Hydrogenophilales bacterium	558	IPR009188	1..555
A0A935ERK2	unreviewed	Hydrogenase maturation protein	1891241	Betaproteobacteria bacterium	573	IPR009188	1..572
A0A935MG58	unreviewed	Hydrogenase maturation protein	2212460	Propionivibrio sp.	565	IPR009188	1..563
A0A935N246	unreviewed	Hydrogenase maturation protein	2899244	Candidatus Dechloromonas phosphorivorans	558	IPR009188	1..557
A0A935NMY6	unreviewed	Hydrogenase maturation protein	1903157	Piscinibacter sp.	583	IPR009188	1..583
A0A935PVF0	unreviewed	Hydrogenase maturation protein	1891241	Betaproteobacteria bacterium	589	IPR009188	1..587
A0A935R836	unreviewed	Hydrogenase maturation protein	2480090	Sulfuritalea sp.	579	IPR009188	1..577
A0A935T949	unreviewed	Hydrogenase maturation protein	2954384	Candidatus Accumulibacter affinis	572	IPR009188	1..569
A0A935TYF5	unreviewed	Hydrogenase maturation protein	2026763	Myxococcales bacterium	572	IPR009188	8..572
A0A935UFJ5	unreviewed	Hydrogenase maturation protein	2954385	Candidatus Accumulibacter proximus	572	IPR009188	1..570
A0A936E8Y9	unreviewed	Formyl transferase C-terminal domain-containing protein	1871068	Phyllobacteriaceae bacterium	613	IPR009188	1..563
A0A936GNY7	unreviewed	Hydrogenase maturation factor HoxX	1933926	Methylococcaceae bacterium	597	IPR009188	1..594
A0A936GRE6	unreviewed	Hydrogenase maturation protein	1933926	Methylococcaceae bacterium	604	IPR009188	1..601
A0A936KE38	unreviewed	Hydrogenase maturation protein	1891241	Betaproteobacteria bacterium	580	IPR009188	1..579
A0A936LIK7	unreviewed	Hydrogenase maturation protein	2480090	Sulfuritalea sp.	574	IPR009188	1..572
A0A936XI37	unreviewed	Hydrogenase maturation protein	2212460	Propionivibrio sp.	565	IPR009188	1..563
A0A937JPJ7	unreviewed	Formyl transferase C-terminal domain-containing protein	1695166	Streptomyces actinomycinicus	569	IPR009188	1..568
A0A937MB60	unreviewed	Hydrogenase maturation protein	2026786	Rhodospirillales bacterium	553	IPR009188	1..553
A0A937MCA9	unreviewed	Hydrogenase maturation protein	2026786	Rhodospirillales bacterium	551	IPR009188	1..550
A0A938PGD7	unreviewed	Hydrogenase maturation protein	1891241	Betaproteobacteria bacterium	546	IPR009188	1..546
A0A939FTJ0	unreviewed	Hydrogenase maturation protein	2816232	Streptomyces triculaminicus	580	IPR009188	1..574
A0A939I1Z2	unreviewed	Hydrogenase maturation protein	2815937	Streptomyces sp. FH025	563	IPR009188	1..559
A0A939L017	unreviewed	Hydrogenase maturation protein	2815937	Streptomyces sp. FH025	570	IPR009188	1..569
A0A939SWI9	unreviewed	Formyl transferase C-terminal domain-containing protein	555321	Rhizobium sp. T1473	569	IPR009188	1..566
A0A940KVU6	unreviewed	Hydrogenase maturation protein	2291710	Dokdonella sp.	556	IPR009188	1..554
A0A940XKQ9	unreviewed	Hydrogenase maturation protein	2820809	Streptomyces tagetis	571	IPR009188	1..568
A0A941BHB5	unreviewed	Formyl transferase C-terminal domain-containing protein	2824119	Ideonella aquatica	566	IPR009188	1..566
A0A941BLY5	unreviewed	Formyl transferase C-terminal domain-containing protein	2824118	Ideonella alba	566	IPR009188	1..566
A0A941EE28	unreviewed	Formyl transferase C-terminal domain-containing protein	2828514	Actinospica acidithermotolerans	564	IPR009188	1..564
A0A941ESJ5	unreviewed	Formyl transferase C-terminal domain-containing protein	1508375	Actinospica durhamensis	567	IPR009188	1..566
A0A941J5H1	unreviewed	Hydrogenase maturation factor HoxX	68278	Streptomyces tuirus	580	IPR009188	1..580
A0A941SD00	unreviewed	Hydrogenase maturation protein	1977087	Pseudomonadota bacterium	567	IPR009188	1..567
A0A941T199	unreviewed	Hydrogenase maturation protein	1977087	Pseudomonadota bacterium	580	IPR009188	1..580
A0A942IR08	unreviewed	Formyl transferase N-terminal domain-containing protein	1904254	Hydrogenophaga sp.	584	IPR009188	4..584
A0A942PUA2	unreviewed	Hydrogenase maturation protein	2099377	Sulfuricella sp.	563	IPR009188	1..563
A0A944D771	unreviewed	Hydrogenase maturation protein	2795389	Denitromonas iodatirespirans	576	IPR009188	1..575
A0A944HZX7	unreviewed	Hydrogenase maturation protein	2817657	Streptomyces sp. ISL-1	572	IPR009188	1..571
A0A944IXW1	unreviewed	Hydrogenase maturation protein	2819187	Streptomyces sp. ISL-86	591	IPR009188	1..578
A0A944K3Y2	unreviewed	Hydrogenase maturation protein	2819191	Streptomyces sp. ISL-96	589	IPR009188	1..588
A0A944MAE9	unreviewed	Hydrogenase maturation protein	2792791	Candidatus Thiodiazotropha taylori	567	IPR009188	1..565
A0A944MGN2	unreviewed	Hydrogenase maturation protein	2839977	Candidatus Thiodiazotropha sp. (ex Lucina pensylvanica)	567	IPR009188	1..565
A0A944MP22	unreviewed	Formyl transferase C-terminal domain-containing protein	2030808	Cloacimonadota bacterium	566	IPR009188	1..566
A0A944PEL5	unreviewed	Hydrogenase maturation protein	2819186	Streptomyces sp. ISL-66	612	IPR009188	1..575
A0A944PPZ8	unreviewed	Formyl transferase C-terminal domain-containing protein	2819190	Streptomyces sp. ISL-94	590	IPR009188	1..571
A0A944S6X8	unreviewed	Formyl transferase C-terminal domain-containing protein	2026796	Thiotrichales bacterium	514	IPR009188	1..513
A0A945T606	unreviewed	Formyl transferase C-terminal domain-containing protein	1913989	Gammaproteobacteria bacterium	556	IPR009188	1..556
A0A946DHJ4	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	570	IPR009188	1..569
A0A946PNP1	unreviewed	Formyl transferase C-terminal domain-containing protein	1913989	Gammaproteobacteria bacterium	556	IPR009188	1..556
A0A946Q8F2	unreviewed	Formyl transferase C-terminal domain-containing protein	1913989	Gammaproteobacteria bacterium	556	IPR009188	1..556
A0A947UMR2	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	559	IPR009188	1..557
A0A948X5U3	unreviewed	Formyl transferase C-terminal domain-containing protein	1913989	Gammaproteobacteria bacterium	583	IPR009188	1..583
A0A949GRF2	unreviewed	Hydrogenase maturation protein	1913988	Alphaproteobacteria bacterium	553	IPR009188	1..552
A0A950A4U7	unreviewed	Formyl transferase C-terminal domain-containing protein	1909295	Solirubrobacterales bacterium	560	IPR009188	1..557
A0A950UM22	unreviewed	Formyl transferase	3107663	Vulcanimicrobiota bacterium	548	IPR009188	1..544
A0A951CZD7	unreviewed	Hydrogenase maturation protein	1909295	Solirubrobacterales bacterium	522	IPR009188	2..522
A0A951T1A9	unreviewed	Hydrogenase maturation protein	1898103	Rhodocyclaceae bacterium	607	IPR009188	1..598
A0A951XPC0	unreviewed	Hydrogenase maturation protein	1898103	Rhodocyclaceae bacterium	571	IPR009188	1..568
A0A952YW20	unreviewed	Hydrogenase maturation protein	42353	Nitrosomonas sp.	566	IPR009188	1..566
A0A953CWL3	unreviewed	Hydrogenase maturation protein	42353	Nitrosomonas sp.	568	IPR009188	1..567
A0A958Y0F8	unreviewed	Hydrogenase maturation protein	1940289	Phaeodactylibacter sp.	582	IPR009188	1..564
A0A961F427	unreviewed	Hydrogenase maturation protein	2048915	Sedimentitalea sp.	568	IPR009188	1..567
A0A961LZJ9	unreviewed	Formyl transferase N-terminal domain-containing protein	1904441	Paracoccaceae bacterium	570	IPR009188	1..569
A0A961U8E9	unreviewed	Formyl transferase N-terminal domain-containing protein	2026785	Rhodobiaceae bacterium	570	IPR009188	1..569
A0A961UHI6	unreviewed	Hydrogenase maturation protein	2026785	Rhodobiaceae bacterium	565	IPR009188	1..565
A0A961W084	unreviewed	Formyl transferase N-terminal domain-containing protein	2015799	Hyphomicrobiaceae bacterium	569	IPR009188	1..569
A0A961YDH4	unreviewed	Hydrogenase maturation protein	2026785	Rhodobiaceae bacterium	564	IPR009188	1..564
A0A961ZFB0	unreviewed	Hydrogenase maturation protein	2015799	Hyphomicrobiaceae bacterium	568	IPR009188	1..567
A0A961ZUB1	unreviewed	Hydrogenase maturation protein	2015799	Hyphomicrobiaceae bacterium	569	IPR009188	1..568
A0A962MHZ9	unreviewed	Hydrogenase maturation protein	2053538	Candidatus Competibacteraceae bacterium	589	IPR009188	1..588
A0A962S1Y3	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	567	IPR009188	1..567
A0A962SIH8	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	560	IPR009188	1..559
A0A962TXR3	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	568	IPR009188	1..567
A0A962Y1U0	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	564	IPR009188	1..564
A0A962YKX9	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	564	IPR009188	1..564
A0A963B2W9	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	567	IPR009188	1..564
A0A963BJK9	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	567	IPR009188	1..567
A0A963BWG6	unreviewed	Hydrogenase maturation protein	1898103	Rhodocyclaceae bacterium	577	IPR009188	1..577
A0A963C633	unreviewed	Hydrogenase maturation protein	1898103	Rhodocyclaceae bacterium	592	IPR009188	1..574
A0A963D0F0	unreviewed	Hydrogenase maturation protein	1898103	Rhodocyclaceae bacterium	577	IPR009188	1..572
A0A963DE23	unreviewed	Hydrogenase maturation protein	1898103	Rhodocyclaceae bacterium	577	IPR009188	1..575
A0A963DSM6	unreviewed	Hydrogenase maturation protein	1898103	Rhodocyclaceae bacterium	577	IPR009188	1..575
A0A963DYL8	unreviewed	Hydrogenase maturation protein	2053492	Accumulibacter sp.	575	IPR009188	1..573
A0A963G8X8	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	567	IPR009188	1..567
A0A963H5W3	unreviewed	Hydrogenase maturation protein	1898103	Rhodocyclaceae bacterium	508	IPR009188	1..508
A0A963HBP4	unreviewed	Hydrogenase maturation protein	2053492	Accumulibacter sp.	572	IPR009188	1..570
A0A963II10	unreviewed	Hydrogenase maturation protein	1898103	Rhodocyclaceae bacterium	576	IPR009188	1..575
A0A963JRS9	unreviewed	Hydrogenase maturation protein	42353	Nitrosomonas sp.	576	IPR009188	1..576
A0A963MY33	unreviewed	Hydrogenase maturation protein	1898103	Rhodocyclaceae bacterium	577	IPR009188	1..576
A0A963NT43	unreviewed	Hydrogenase maturation protein	2030806	Burkholderiaceae bacterium	599	IPR009188	1..599
A0A963RRR0	unreviewed	Hydrogenase maturation protein	1898956	Ottowia sp.	554	IPR009188	1..553
A0A966CNZ7	unreviewed	Hydrogenase maturation protein	50421	Rhodoferax sp.	598	IPR009188	1..596
A0A968YHS6	unreviewed	Formyl transferase C-terminal domain-containing protein	2720447	Scytonema sp. RU_4_4	605	IPR009188	1..576
A0A972J7C2	unreviewed	Formyl transferase C-terminal domain-containing protein	666964	Azoarcus taiwanensis	590	IPR009188	1..582
A0A972S168	unreviewed	Formyl transferase C-terminal domain-containing protein	2026809	Campylobacterota bacterium	557	IPR009188	3..557
